name,iauname,type,RA,DEC,RAJ2000,DEJ2000,dalp,ddel,coor,nobs,stot,stotunres,ctot,ctotunres,xtot,xtotunres,utot,utotunres,ktot,ktotunres,ctype,catname,flag
2141-784,J2147-7812,C,21:47:05.840808,-78:12:21.91216,326.7743367,-78.2060867111,1.1,0.34,0.296,113,-1.0,-1.0,-1.0,-1.0,0.209,0.163,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2145+453,J2147+4532,C,21:47:06.989716,+45:32:56.20583,326.7791238167,45.5489460639,1.57,1.32,-0.177,30,-1.0,-1.0,0.037,0.006,0.029,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2144+092,J2147+0929,C,21:47:10.162969,+09:29:46.67225,326.7923457042,9.4962978472,0.1,0.16,0.016,21887,0.589,0.372,1.03,0.865,0.694,0.495,0.668,0.416,-1.0,-1.0,Fus,rfc_2024,-
2145+262,J2147+2629,C,21:47:18.091950,+26:29:50.27516,326.825383125,26.4972986556,0.24,0.35,-0.148,445,0.071,0.038,-1.0,-1.0,0.05,0.041,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2144+000,J2147+0016,C,21:47:18.260869,+00:16:50.87705,326.8260869542,0.2807991806,1.05,2.48,-0.441,21,-1.0,-1.0,0.034,0.016,0.014,0.018,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2145+308,J2147+3103,C,21:47:22.213954,+31:03:32.66713,326.8425581417,31.0590742028,0.77,1.3,0.446,45,-1.0,-1.0,0.047,0.028,0.033,0.019,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2144-556,J2147-5526,C,21:47:45.153653,-55:26:23.74671,326.9381402208,-55.4399296417,0.56,0.49,0.276,115,-1.0,-1.0,-1.0,-1.0,0.116,0.12,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2144-318,J2147-3135,U,21:47:50.942297,-31:35:10.32279,326.9622595708,-31.586200775,57.97,73.97,0.527,3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2145+082,J2147+0830,C,21:47:55.219379,+08:30:11.89656,326.9800807458,8.5033046,0.11,0.17,0.028,1631,0.42,0.235,-1.0,-1.0,0.188,0.049,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2145-082,J2148-0759,C,21:48:01.851428,-07:59:56.71924,327.0077142833,-7.9990886778,1.05,1.82,0.405,40,-1.0,-1.0,-1.0,-1.0,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2145+338,J2148+3405,C,21:48:03.570483,+34:05:09.33346,327.0148770125,34.0859259611,1.28,1.43,-0.696,36,-1.0,-1.0,0.063,0.028,0.038,0.022,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2145+133,J2148+1337,C,21:48:07.719705,+13:37:07.33902,327.0321654375,13.6187052833,1.15,2.21,-0.339,28,-1.0,-1.0,0.049,0.026,0.019,0.015,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2145-003,J2148-0006,C,21:48:07.732404,-00:06:30.85666,327.03221835,-0.1085712944,0.94,1.89,0.224,33,-1.0,-1.0,0.033,0.019,0.038,0.023,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2146+469,J2148+4709,C,21:48:08.275101,+47:09:33.36480,327.0344795875,47.159268,1.13,1.07,-0.676,36,-1.0,-1.0,0.04,0.027,0.034,0.026,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2145+045,J2148+0446,C,21:48:11.488240,+04:46:55.37929,327.0478676667,4.7820498028,0.9,1.85,-0.287,27,-1.0,-1.0,0.054,0.022,0.031,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2145+075,J2148+0749,C,21:48:18.036246,+07:49:22.53741,327.075151025,7.8229270583,0.6,1.25,0.134,44,-1.0,-1.0,0.201,0.03,0.068,0.014,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2146+019,J2148+0211,C,21:48:39.876994,+02:11:26.85101,327.1661541417,2.1907919472,0.15,0.32,-0.315,442,0.091,0.077,-1.0,-1.0,0.1,0.046,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2145-553,J2148-5504,C,21:48:40.694543,-55:04:28.57490,327.1695605958,-55.0746041389,2.55,1.28,0.011,38,-1.0,-1.0,-1.0,-1.0,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2146+292,J2148+2928,C,21:48:49.721582,+29:28:10.64570,327.2071732583,29.4696238056,2.85,4.55,-0.267,34,-1.0,-1.0,0.078,0.016,0.021,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2147+276,J2149+2753,C,21:49:21.407853,+27:53:27.69900,327.3391993875,27.8910275,1.66,2.49,-0.05,21,-1.0,-1.0,0.027,-1.0,0.018,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2147+077,J2149+0756,C,21:49:35.263790,+07:56:25.34721,327.3969324583,7.940374225,0.14,0.23,-0.061,828,0.524,0.246,-1.0,-1.0,0.238,0.026,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2147-010,J2149-0046,C,21:49:54.547380,-00:46:56.59588,327.47728075,-0.7823877444,0.95,1.96,0.163,34,-1.0,-1.0,0.068,0.019,0.048,0.016,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2147-186,J2150-1822,C,21:50:01.735693,-18:22:26.16060,327.5072320542,-18.3739335,0.13,0.21,0.204,796,0.105,0.083,-1.0,-1.0,0.075,0.076,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2147+145,J2150+1449,C,21:50:23.607461,+14:49:47.89448,327.5983644208,14.8299706889,0.32,0.5,-0.275,414,0.907,0.134,-1.0,-1.0,0.129,0.067,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2148+315,J2150+3146,C,21:50:39.412446,+31:46:45.03891,327.664218525,31.779177475,2.24,2.1,-0.454,27,-1.0,-1.0,0.053,-1.0,0.034,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2148+143,J2150+1434,C,21:50:41.078604,+14:34:56.38292,327.67116085,14.5823285889,0.69,1.73,-0.301,60,-1.0,-1.0,0.016,0.013,0.014,0.008,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2149+417,J2151+4156,C,21:51:23.005964,+41:56:32.43038,327.8458581833,41.9423417722,0.5,0.66,0.096,81,-1.0,-1.0,-1.0,-1.0,0.015,0.012,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2149+385,J2151+3848,C,21:51:34.766736,+38:48:29.75116,327.8948614,38.8082642111,0.71,0.75,-0.294,44,-1.0,-1.0,-1.0,-1.0,0.109,0.054,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2149+056,J2151+0552,C,21:51:37.875492,+05:52:12.95456,327.90781455,5.8702651556,0.1,0.17,-0.194,19782,0.832,0.519,0.95,0.688,0.506,0.248,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2149-306,J2151-3027,C,21:51:55.523969,-30:27:53.69804,327.9813498708,-30.4649161222,0.13,0.2,0.094,12700,1.573,1.022,1.396,0.548,0.916,0.507,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2149-287,J2152-2828,C,21:52:03.779682,-28:28:29.27962,328.015748675,-28.4747998944,1.43,2.71,-0.279,39,-1.0,-1.0,0.042,0.021,0.068,0.026,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2149-123,J2152-1205,C,21:52:14.115942,-12:05:41.49302,328.058816425,-12.0948591722,0.46,1.18,-0.249,45,-1.0,-1.0,0.024,0.022,0.018,0.016,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2150+409,J2152+4108,U,21:52:14.542432,+41:08:09.26409,328.0605934667,41.1359066917,9.73,9.38,0.317,10,-1.0,-1.0,0.042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2150+293,J2152+2935,C,21:52:20.588140,+29:35:38.56262,328.0857839167,29.5940451722,0.21,0.29,-0.299,271,-1.0,-1.0,0.163,0.106,0.133,0.071,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2149-12A,J2152-1207,C,21:52:24.576368,-12:07:47.78960,328.1024015333,-12.1299415556,0.39,0.89,-0.237,45,-1.0,-1.0,0.028,0.016,0.025,0.015,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2150+173,J2152+1734,C,21:52:24.819393,+17:34:37.79510,328.1034141375,17.5771653056,0.12,0.15,-0.086,7955,0.489,0.249,0.646,0.364,0.492,0.29,0.516,0.235,-1.0,-1.0,Fus,rfc_2024,-
2150+118,J2152+1204,N,21:52:35.222736,+12:04:51.17658,328.1467614,12.0808823833,5.44,5.91,0.739,16,-1.0,-1.0,0.022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2150+146,J2152+1452,C,21:52:37.125363,+14:52:29.70535,328.1546890125,14.8749181528,0.48,1.03,0.083,153,-1.0,-1.0,0.019,0.021,0.016,0.024,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2149-282,J2152-2758,N,21:52:38.393943,-27:58:41.81659,328.1599747625,-27.9782823861,1.77,6.4,0.236,21,-1.0,-1.0,0.056,-1.0,0.054,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2150+236,J2153+2351,C,21:53:03.828855,+23:51:58.42662,328.2659535625,23.8662296167,0.81,1.39,0.352,45,-1.0,-1.0,0.155,0.054,0.069,0.032,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2150-009,J2153-0042,C,21:53:05.343908,-00:42:30.74740,328.2722662833,-0.7085409444,0.95,2.09,-0.157,35,-1.0,-1.0,-1.0,-1.0,0.011,0.011,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2150+120,J2153+1216,C,21:53:05.884120,+12:16:50.13354,328.2745171667,12.28059265,0.69,1.33,-0.413,28,-1.0,-1.0,0.064,0.046,0.055,0.037,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2151+002,J2153+0031,C,21:53:49.733419,+00:31:19.37262,328.4572225792,0.52204795,0.97,2.18,0.389,28,-1.0,-1.0,0.033,0.015,0.015,0.014,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2151-118,J2153-1136,C,21:53:50.242239,-11:36:14.11024,328.4593426625,-11.6039195111,0.1,0.22,-0.151,1029,0.237,0.117,0.318,0.301,0.22,0.173,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2151+228,J2153+2302,U,21:53:50.604240,+23:02:12.18311,328.460851,23.0367175306,6.96,13.0,0.565,4,-1.0,-1.0,0.008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2151+431,J2153+4322,C,21:53:50.959112,+43:22:54.50079,328.4623296333,43.381805775,0.16,0.15,-0.214,639,0.153,0.077,-1.0,-1.0,0.265,0.142,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2151+424,J2153+4241,U,21:53:57.936044,+42:41:35.82947,328.4914001833,42.6932859639,3.5,5.51,-0.744,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2151+064,J2154+0638,C,21:54:01.760580,+06:38:15.53069,328.50733575,6.6376474139,0.76,1.67,-0.269,36,-1.0,-1.0,0.105,0.034,0.057,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2152+450,J2154+4515,C,21:54:18.328917,+45:15:38.76811,328.5763704875,45.2607689194,5.23,3.65,0.27,12,-1.0,-1.0,0.017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2151+035,J2154+0346,C,21:54:23.099788,+03:46:04.86480,328.5962491167,3.768018,0.79,2.04,-0.117,33,-1.0,-1.0,0.129,0.025,0.051,0.013,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2151-119,J2154-1144,U,21:54:31.481863,-11:44:14.29402,328.6311744292,-11.7373038944,24.95,49.41,0.319,5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2152+265,J2154+2646,C,21:54:37.208698,+26:46:30.19872,328.6550362417,26.7750552,1.06,1.44,-0.444,36,-1.0,-1.0,0.063,0.028,0.035,0.008,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2151-386,J2154-3826,C,21:54:45.044764,-38:26:32.55036,328.6876865167,-38.4423751,0.26,0.52,-0.273,260,0.689,0.255,-1.0,-1.0,0.294,0.072,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2152+143,J2155+1434,C,21:55:00.394582,+14:34:44.18414,328.7516440917,14.5789400389,0.44,1.06,-0.098,36,-1.0,-1.0,0.135,0.048,0.074,0.037,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2152+203,J2155+2034,C,21:55:02.794891,+20:34:41.69832,328.7616453792,20.5782495333,0.59,1.05,-0.346,36,-1.0,-1.0,0.05,0.034,0.047,0.032,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2151-597,J2155-5930,C,21:55:03.068764,-59:30:18.25234,328.7627865167,-59.5050700944,3.37,1.42,0.063,39,-1.0,-1.0,-1.0,-1.0,0.182,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2152+199,J2155+2013,C,21:55:07.598429,+20:13:25.59428,328.7816601208,20.2237761889,0.51,1.04,-0.134,45,-1.0,-1.0,0.223,0.065,0.099,0.021,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2152-368,J2155-3636,N,21:55:23.921872,-36:36:47.90147,328.8496744667,-36.6133059639,2.55,8.58,-0.586,20,-1.0,-1.0,0.081,0.021,0.028,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2153+118,J2155+1205,C,21:55:27.245947,+12:05:00.57352,328.8635247792,12.0834926444,0.62,1.34,0.101,45,-1.0,-1.0,0.038,0.038,0.042,0.033,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2153+090,J2155+0916,C,21:55:33.645587,+09:16:39.80916,328.8901899458,9.2777247667,0.58,1.29,0.172,34,-1.0,-1.0,0.094,0.08,0.057,0.048,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2153-054,J2155-0513,C,21:55:40.910557,-05:13:01.95167,328.9204606542,-5.2172087972,1.21,2.45,0.222,30,-1.0,-1.0,0.042,0.013,0.031,0.009,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2153-119,J2155-1139,C,21:55:50.718334,-11:39:47.97811,328.9613263917,-11.6633272528,0.12,0.29,-0.361,503,0.357,0.085,-1.0,-1.0,0.181,0.069,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2153+180,J2156+1818,C,21:56:01.640067,+18:18:37.14506,329.0068336125,18.3103180722,0.46,1.04,-0.445,36,-1.0,-1.0,0.024,0.02,0.018,0.016,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2153+094,J2156+0943,C,21:56:11.624007,+09:43:58.38938,329.0484333625,9.7328859389,0.4,0.77,-0.236,36,-1.0,-1.0,0.133,0.121,0.174,0.156,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2153-008,J2156-0037,C,21:56:14.757928,-00:37:04.59443,329.0614913667,-0.6179428972,0.1,0.22,-0.245,760,0.331,0.3,-1.0,-1.0,0.482,0.427,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2154+193,J2156+1935,C,21:56:44.941390,+19:35:23.16310,329.1872557917,19.5897675278,0.62,1.09,0.3,45,-1.0,-1.0,0.095,0.088,0.064,0.056,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2154-091,J2156-0855,C,21:56:50.331566,-08:55:35.36085,329.2097148583,-8.926489125,0.48,1.13,-0.184,45,-1.0,-1.0,0.023,0.021,0.017,0.012,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2154+321,J2156+3225,C,21:56:59.620209,+32:25:55.31449,329.2484175375,32.4320318028,0.79,1.45,-0.022,85,-1.0,-1.0,0.055,0.026,0.05,0.027,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2154-135,J2157-1319,C,21:57:02.976316,-13:19:02.96497,329.2624013167,-13.3174902694,0.11,0.23,-0.171,636,0.094,0.068,0.237,0.208,0.105,0.091,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2155+312,J2157+3127,C,21:57:28.823888,+31:27:01.35178,329.3700995333,31.4503754944,0.13,0.12,-0.035,8635,0.422,0.279,0.355,0.278,0.592,0.526,0.64,0.574,-1.0,-1.0,Fus,rfc_2024,-
2155-117,J2157-1130,C,21:57:53.605558,-11:30:17.32436,329.4733564917,-11.5048123222,1.44,3.68,-0.433,21,-1.0,-1.0,0.067,-1.0,0.048,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2155+038,J2157+0407,C,21:57:57.131246,+04:07:02.12633,329.4880468583,4.1172573139,0.56,1.1,-0.06,28,-1.0,-1.0,0.07,0.043,0.054,0.034,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2153-760,J2157-7549,C,21:57:59.225026,-75:49:53.60739,329.4967709417,-75.8315576083,0.58,0.24,0.017,231,-1.0,-1.0,-1.0,-1.0,0.302,0.252,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2156-289,J2159-2841,N,21:59:10.931503,-28:41:16.45848,329.7955479292,-28.6879051333,2.51,6.03,0.777,25,-1.0,-1.0,0.017,0.01,0.012,0.011,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2156-100,J2159-0951,U,21:59:27.076182,-09:51:18.85684,329.862817425,-9.8552380111,5.39,7.9,-0.009,10,-1.0,-1.0,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2157+269,J2159+2710,C,21:59:42.182974,+27:10:19.62167,329.9257623917,27.1721171306,0.71,1.11,0.304,45,-1.0,-1.0,0.141,0.031,0.045,0.016,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2157-200,J2200-1945,C,22:00:07.761952,-19:45:47.35292,330.0323414667,-19.7631535889,0.15,0.21,0.236,458,0.067,0.047,0.055,0.056,0.08,0.074,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2157+213,J2200+2137,C,22:00:14.197393,+21:37:57.03913,330.0591558042,21.6325108694,0.15,0.21,-0.195,582,0.235,0.092,-1.0,-1.0,0.154,0.081,0.164,0.066,-1.0,-1.0,Fus,rfc_2024,-
2158+204,J2200+2039,C,22:00:28.392912,+20:39:01.80427,330.1183038,20.6505011861,0.77,1.54,0.063,64,-1.0,-1.0,0.08,0.04,0.051,0.023,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2157-233,J2200-2307,C,22:00:40.329544,-23:07:22.92433,330.1680397667,-23.1230345361,1.55,4.26,0.041,20,-1.0,-1.0,0.036,0.024,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2157-555,J2200-5520,C,22:00:54.667950,-55:20:07.92887,330.227783125,-55.3355357972,0.38,0.39,0.241,132,-1.0,-1.0,-1.0,-1.0,0.155,0.178,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2158+246,J2201+2451,C,22:01:15.171360,+24:51:06.75188,330.313214,24.8518755222,2.35,2.37,-0.257,22,-1.0,-1.0,0.026,-1.0,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2159+194,J2201+1938,C,22:01:36.670007,+19:38:55.64962,330.4027916958,19.6487915611,0.69,1.18,0.323,45,-1.0,-1.0,0.063,0.048,0.043,0.033,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2159+403,J2201+4033,C,22:01:58.738502,+40:33:31.22063,330.4947437583,40.5586723972,0.72,1.75,-0.187,28,-1.0,-1.0,0.049,0.016,0.042,0.025,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2154-838,J2202-8338,C,22:02:19.237156,-83:38:11.82993,330.5801548167,-83.636619425,2.67,0.48,-0.014,61,-1.0,-1.0,-1.0,-1.0,0.362,0.251,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2159-090,J2202-0847,C,22:02:37.176024,-08:47:37.55468,330.6549001,-8.7937651889,0.13,0.25,-0.303,366,-1.0,-1.0,0.132,0.129,0.093,0.068,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2200+213,J2202+2135,C,22:02:48.666724,+21:35:45.95490,330.7027780167,21.5960985833,1.12,2.3,-0.279,28,-1.0,-1.0,0.104,0.015,0.035,0.018,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2159-568,J2202-5635,C,22:02:53.313212,-56:35:42.13394,330.7221383833,-56.5950372056,0.87,1.0,0.211,34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2200+098,J2203+1005,C,22:03:00.760888,+10:05:33.32550,330.7531703667,10.0925904167,0.41,1.17,-0.361,27,-1.0,-1.0,0.051,0.054,0.042,0.04,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2200-316,J2203-3123,U,22:03:29.701519,-31:23:36.24234,330.8737563292,-31.39340065,23.38,47.06,-0.462,5,-1.0,-1.0,0.023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2201+098,J2203+1007,C,22:03:30.952622,+10:07:42.58654,330.8789692583,10.1284962611,0.14,0.26,-0.386,541,0.25,0.083,-1.0,-1.0,0.209,0.041,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2201+478,J2203+4802,C,22:03:39.675050,+48:02:39.47347,330.9153127083,48.0442981861,1.01,2.02,0.0,35,-1.0,-1.0,0.068,0.027,0.05,0.026,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2200-297,J2203-2927,C,22:03:45.024506,-29:27:31.31891,330.9376021083,-29.4586996972,2.08,4.59,0.001,35,-1.0,-1.0,0.097,0.051,0.028,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2200-617,J2203-6130,C,22:03:59.637887,-61:30:22.01107,330.9984911958,-61.5061141861,0.33,0.26,0.185,165,-1.0,-1.0,-1.0,-1.0,0.269,0.089,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2201-471,J2204-4654,C,22:04:12.971737,-46:54:24.53716,331.0540489042,-46.9068158778,1.58,1.23,0.199,71,-1.0,-1.0,-1.0,-1.0,0.087,0.092,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2201-202,J2204-1959,C,22:04:19.041163,-19:59:16.78393,331.0793381792,-19.9879955361,1.5,4.18,0.384,28,-1.0,-1.0,0.053,-1.0,0.016,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2202+363,J2204+3632,C,22:04:21.100523,+36:32:37.09115,331.0879188458,36.5436364306,0.18,0.2,-0.16,495,0.088,0.067,-1.0,-1.0,0.084,0.05,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2202+468,J2204+4702,C,22:04:28.314928,+47:02:56.95850,331.1179788667,47.0491551389,1.11,1.67,0.283,49,-1.0,-1.0,0.027,0.022,0.036,0.036,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2202-287,J2205-2829,C,22:05:21.355639,-28:29:43.83489,331.3389818292,-28.4955096917,0.43,0.98,-0.165,78,-1.0,-1.0,0.075,0.058,0.093,0.058,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2202-259,J2205-2542,C,22:05:29.800928,-25:42:23.06348,331.3741705333,-25.7064065222,2.22,4.36,0.825,35,-1.0,-1.0,0.057,0.043,0.038,0.02,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2152-871,J2205-8653,C,22:05:45.867968,-86:53:47.70077,331.4411165333,-86.8965835472,7.11,0.43,0.029,79,-1.0,-1.0,-1.0,-1.0,0.15,0.166,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2203+292,J2205+2926,C,22:05:46.506374,+29:26:55.13215,331.4437765583,29.4486478194,0.16,0.19,-0.09,656,0.16,0.072,0.107,0.043,0.134,0.061,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2203-188,J2206-1835,C,22:06:10.417322,-18:35:38.73678,331.5434055083,-18.59409355,0.64,1.03,-0.1,575,1.114,0.085,-1.0,-1.0,0.112,0.106,0.044,0.055,-1.0,-1.0,Fus,rfc_2024,-
2203+056,J2206+0556,C,22:06:20.802953,+05:56:11.60302,331.5866789708,5.9365563944,2.45,4.8,0.28,12,-1.0,-1.0,0.152,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2203-024,J2206-0212,U,22:06:24.242652,-02:12:45.51561,331.60101105,-2.212643225,9.44,20.24,0.521,7,-1.0,-1.0,0.032,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2204-007,J2206-0031,C,22:06:43.282604,-00:31:02.49510,331.6803441833,-0.51735975,0.09,0.19,-0.375,2236,0.17,0.145,0.151,0.099,0.247,0.189,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2205+430,J2207+4316,C,22:07:09.524842,+43:16:27.39679,331.7896868417,43.2742768861,0.25,0.37,-0.587,72,-1.0,-1.0,0.113,0.104,0.087,0.078,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2204-053,J2207-0507,C,22:07:15.289854,-05:07:36.52183,331.813707725,-5.1268116194,1.0,2.03,-0.194,61,-1.0,-1.0,0.027,0.023,0.025,0.024,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2204-054,J2207-0510,C,22:07:22.752888,-05:10:20.41308,331.8448037,-5.1723369667,0.51,1.31,-0.15,93,-1.0,-1.0,0.032,0.029,0.017,0.017,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2205+273,J2207+2735,C,22:07:24.050034,+27:35:36.37271,331.850208475,27.5934368639,1.12,1.54,-0.582,28,-1.0,-1.0,0.071,0.018,0.046,0.007,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2204-117,J2207-1132,C,22:07:25.743126,-11:32:00.60582,331.857263025,-11.5335016167,1.03,2.33,0.526,31,-1.0,-1.0,0.027,0.025,0.037,0.028,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2204-208,J2207-2038,C,22:07:33.969420,-20:38:35.77691,331.89153925,-20.6432713639,1.41,4.98,-0.721,21,-1.0,-1.0,0.119,-1.0,0.124,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2205+064,J2207+0641,C,22:07:36.521791,+06:41:24.84756,331.9021741292,6.6902354333,1.23,3.03,-0.579,21,-1.0,-1.0,0.011,0.013,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
2205+006,J2207+0052,C,22:07:38.023654,+00:52:32.53811,331.9084318917,0.8757050306,0.45,1.16,-0.128,45,-1.0,-1.0,0.061,0.046,0.047,0.022,-1.0,-1.0,-1.0,-1.0,Fus,rfc_2024,-
